Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Total Precipitation (high resolution)  [sfc];Total Cloud Cover  [sfc];Sunshine Duration  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd];Wind Speed  [900 mb];Wind Direction  [900 mb]
2014;01;01;00;00;14.21;0.00;0.00;-999.00;6.19;35.54;8.59;56.98
2014;01;01;01;00;13.91;0.00;0.00;0.00;6.61;29.36;9.39;57.53
2014;01;01;02;00;13.51;0.00;0.00;0.00;7.24;26.57;9.89;56.89
2014;01;01;03;00;13.07;0.00;0.00;0.00;7.75;21.80;9.73;51.01
2014;01;01;04;00;10.72;0.00;0.00;0.00;10.25;18.43;9.69;31.33
2014;01;01;05;00;9.78;0.00;0.00;0.00;10.59;17.82;10.14;27.47
2014;01;01;06;00;9.06;0.00;0.00;0.00;11.38;18.43;11.27;26.57
2014;01;01;07;00;8.58;0.00;0.00;1.93;11.73;17.88;12.40;25.82
2014;01;01;08;00;9.37;0.00;0.00;60.00;11.38;18.43;12.40;25.82
2014;01;01;09;00;12.22;0.00;0.00;60.00;8.77;19.18;12.07;26.57
2014;01;01;10;00;15.89;0.00;0.00;60.00;6.62;22.38;12.07;26.57
2014;01;01;11;00;18.33;0.00;0.00;60.00;5.32;28.30;11.59;25.77
2014;01;01;12;00;20.06;0.00;0.00;60.00;3.60;36.87;11.75;27.35
2014;01;01;13;00;21.17;0.00;0.00;60.00;2.41;26.57;12.40;25.82
2014;01;01;14;00;21.86;0.00;0.00;60.00;1.61;26.57;11.62;16.19
2014;01;01;15;00;21.96;0.00;0.00;60.00;1.14;341.57;11.28;16.70
2014;01;01;16;00;21.30;0.00;0.00;60.00;2.28;288.43;12.30;20.56
2014;01;01;17;00;19.54;0.00;0.00;57.53;2.31;321.34;12.73;28.74
2014;01;01;18;00;18.54;0.00;0.00;0.00;4.32;360.00;12.48;33.23
2014;01;01;19;00;17.84;0.00;0.00;0.00;5.94;14.04;11.89;35.13
2014;01;01;20;00;17.30;0.00;0.00;0.00;6.95;21.25;11.30;37.23
2014;01;01;21;00;16.82;0.00;0.00;0.00;8.09;20.85;10.88;34.22
2014;01;01;22;00;16.21;0.00;0.00;0.00;8.89;21.37;10.19;32.01
2014;01;01;23;00;15.41;0.00;0.00;0.00;9.69;21.80;9.89;33.11
2014;01;02;00;00;14.39;0.00;0.00;0.00;10.03;21.04;9.29;35.54
2014;01;02;01;00;13.12;0.00;0.60;0.00;10.83;21.45;8.71;38.29
2014;01;02;02;00;11.85;0.00;3.60;0.00;11.17;20.77;8.44;39.81
2014;01;02;03;00;10.98;0.00;3.60;0.00;11.50;20.14;7.93;39.47
2014;01;02;04;00;10.48;0.00;3.00;0.00;12.18;18.97;10.59;35.31
2014;01;02;05;00;10.20;0.00;4.80;0.00;12.18;18.97;9.69;31.33
2014;01;02;06;00;9.97;0.00;1.80;0.00;12.52;18.43;8.85;26.57
2014;01;02;07;00;9.75;0.00;1.20;1.72;12.64;19.98;8.40;30.96
2014;01;02;08;00;10.80;0.00;0.60;59.23;12.30;20.56;6.99;34.51
2014;01;02;09;00;13.79;0.00;0.00;59.62;9.69;21.80;5.86;42.51
2014;01;02;10;00;17.49;0.00;0.00;60.00;7.24;26.57;4.84;41.99
2014;01;02;11;00;20.52;0.00;0.00;60.00;6.30;30.96;4.10;37.87
2014;01;02;12;00;22.60;0.00;0.00;60.00;4.39;34.99;3.71;29.05
2014;01;02;13;00;23.82;0.00;0.00;60.00;1.80;36.87;4.10;15.26
2014;01;02;14;00;24.35;0.00;0.00;60.00;0.72;270.00;5.45;7.59
2014;01;02;15;00;24.23;0.00;0.00;60.00;1.94;248.20;5.05;4.09
2014;01;02;16;00;23.42;0.00;1.20;60.00;3.08;249.44;5.41;3.81
2014;01;02;17;00;21.58;0.00;5.10;57.55;2.19;260.54;5.24;15.95
2014;01;02;18;00;20.38;0.00;6.00;0.00;1.80;323.13;5.15;24.78
2014;01;02;19;00;19.53;0.00;6.30;0.00;3.62;5.71;4.69;32.47
2014;01;02;20;00;19.00;0.00;7.80;0.00;5.15;24.78;3.83;41.19
2014;01;02;21;00;18.55;0.00;7.50;0.00;5.96;25.02;2.81;39.81
2014;01;02;22;00;18.11;0.00;7.80;0.00;6.44;26.57;1.61;26.57
2014;01;02;23;00;17.58;0.00;1.80;0.00;6.92;27.90;1.14;18.43
2014;01;03;00;00;17.16;0.00;0.00;0.00;7.73;27.76;0.72;360.00
2014;01;03;01;00;16.43;0.00;0.00;0.00;8.37;25.46;0.51;315.00
2014;01;03;02;00;15.69;0.00;0.00;0.00;8.70;24.44;1.14;288.43
2014;01;03;03;00;14.94;0.00;0.00;0.00;9.03;23.50;1.84;281.31
2014;01;03;04;00;12.99;0.00;0.30;0.00;9.36;22.62;0.80;243.43
2014;01;03;05;00;12.22;0.00;1.20;0.00;9.36;22.62;1.14;251.57
2014;01;03;06;00;11.54;0.00;3.90;0.00;9.50;24.62;2.10;239.04
2014;01;03;07;00;11.06;0.00;6.00;1.54;9.36;22.62;3.10;234.46
2014;01;03;08;00;11.74;0.00;52.00;56.17;9.36;22.62;4.10;232.13
2014;01;03;09;00;14.51;0.00;100.00;26.81;6.29;23.63;4.20;239.04
2014;01;03;10;00;17.58;0.00;100.00;0.00;2.31;38.66;4.68;247.38
2014;01;03;11;00;19.51;0.00;100.00;0.00;1.30;213.69;4.80;257.01
2014;01;03;12;00;20.71;0.00;97.00;0.00;4.84;221.99;3.62;264.29
2014;01;03;13;00;21.33;0.00;63.00;0.00;6.64;220.60;2.97;255.96
2014;01;03;14;00;21.56;0.00;92.00;19.79;7.65;221.19;2.90;240.26
2014;01;03;15;00;21.29;0.00;100.00;1.28;8.21;217.87;3.10;234.46
2014;01;03;16;00;20.59;0.00;100.00;0.00;7.79;213.69;2.41;243.43
2014;01;03;17;00;19.49;0.00;100.00;0.00;6.92;207.90;2.60;236.31
2014;01;03;18;00;18.52;0.00;100.00;0.00;5.63;206.57;3.32;229.40
2014;01;03;19;00;17.79;0.00;100.00;0.00;5.15;204.78;4.58;225.00
2014;01;03;20;00;17.17;0.00;100.00;0.00;4.02;206.57;5.40;233.13
2014;01;03;21;00;16.70;0.00;100.00;0.00;3.42;198.43;5.99;237.26
2014;01;03;22;00;16.27;0.00;100.00;0.00;2.90;187.13;6.12;241.93
2014;01;03;23;00;15.90;0.00;100.00;0.00;2.90;172.87;5.96;244.98
2014;01;04;00;00;15.56;0.00;100.00;0.00;3.22;153.43;5.48;246.80
2014;01;04;01;00;15.23;0.00;100.00;0.00;3.05;135.00;4.68;247.38
2014;01;04;02;00;14.95;0.00;100.00;0.00;3.22;116.57;3.26;263.66
2014;01;04;03;00;14.71;0.00;100.00;0.00;3.26;96.34;2.55;278.13
2014;01;04;04;00;14.15;0.00;100.00;0.00;4.84;41.99;4.32;360.00
2014;01;04;05;00;14.12;0.00;100.00;0.00;4.84;41.99;4.80;12.99
2014;01;04;06;00;14.06;0.00;100.00;0.00;4.39;34.99;4.02;10.30
2014;01;04;07;00;13.95;0.00;96.00;0.00;3.89;33.69;2.52;360.00
2014;01;04;08;00;14.40;0.00;54.00;0.00;3.40;32.01;1.61;333.43
2014;01;04;09;00;15.74;0.00;37.00;25.53;0.36;90.00;2.10;329.04
2014;01;04;10;00;16.99;0.00;29.40;36.38;1.08;180.00;3.24;360.00
2014;01;04;11;00;18.19;0.00;24.00;41.23;2.62;195.95;4.10;15.26
2014;01;04;12;00;19.17;0.00;23.00;44.68;3.88;201.80;4.90;36.03
2014;01;04;13;00;19.80;0.00;30.00;45.32;4.83;206.57;2.55;45.00
2014;01;04;14;00;20.09;0.00;36.00;40.85;5.19;213.69;2.62;15.95
2014;01;04;15;00;19.97;0.00;37.00;37.02;5.69;214.70;3.67;11.31
2014;01;04;16;00;19.27;0.00;39.00;36.38;5.69;214.70;6.38;16.39
2014;01;04;17;00;17.95;0.00;40.00;35.03;4.90;216.03;7.57;25.35
2014;01;04;18;00;16.86;0.00;38.00;0.00;2.55;225.00;8.29;34.38
2014;01;04;19;00;16.10;0.00;34.00;0.00;0.36;270.00;8.21;37.87
2014;01;04;20;00;15.56;0.00;30.00;0.00;2.28;18.43;8.79;34.99
2014;01;04;21;00;15.09;0.00;27.00;0.00;4.20;30.96;8.89;31.76
2014;01;04;22;00;14.71;0.00;23.00;0.00;5.50;31.61;9.02;28.61
2014;01;04;23;00;14.28;0.00;21.00;0.00;6.44;26.57;9.83;23.75
2014;01;05;00;00;13.83;0.00;19.00;0.00;7.42;22.83;10.70;19.65
2014;01;05;01;00;13.25;0.00;17.00;0.00;8.43;19.98;12.64;19.98
2014;01;05;02;00;12.56;0.00;15.00;0.00;9.57;19.80;14.46;18.89
2014;01;05;03;00;11.90;0.00;11.00;0.00;10.93;17.24;16.52;20.41
2014;01;05;04;00;9.43;0.00;0.00;0.00;13.66;18.43;22.26;22.83
2014;01;05;05;00;8.91;0.00;0.00;0.00;14.24;20.73;23.83;26.95
2014;01;05;06;00;8.47;0.00;0.00;0.00;14.58;20.22;24.34;29.22
2014;01;05;07;00;8.04;0.00;0.00;1.40;14.92;19.75;23.71;30.07
2014;01;05;08;00;8.89;0.00;0.00;60.00;14.46;18.89;21.90;27.41
2014;01;05;09;00;12.05;0.00;0.00;60.00;12.30;20.56;20.45;26.11
2014;01;05;10;00;16.17;0.00;0.00;60.00;12.07;26.57;18.86;23.63
2014;01;05;11;00;19.01;0.00;0.00;60.00;12.59;30.96;18.12;20.96
2014;01;05;12;00;20.97;0.00;0.00;60.00;12.48;33.23;19.26;20.81
2014;01;05;13;00;22.20;0.00;0.00;60.00;12.78;32.35;19.91;12.53
2014;01;05;14;00;22.91;0.00;0.00;60.00;12.29;31.83;19.13;4.32
2014;01;05;15;00;23.09;0.00;0.00;60.00;11.75;27.35;20.19;3.07
2014;01;05;16;00;22.65;0.00;0.00;60.00;10.50;22.17;21.71;5.71
2014;01;05;17;00;21.46;0.00;0.00;60.00;8.91;14.04;23.86;11.31
2014;01;05;18;00;20.19;0.00;0.00;0.67;10.04;14.53;25.28;17.40
2014;01;05;19;00;18.64;0.00;0.00;0.00;10.93;17.24;22.55;19.59
2014;01;05;20;00;16.48;0.00;0.00;0.00;12.18;18.97;20.73;20.32
2014;01;05;21;00;14.36;0.00;0.00;0.00;13.32;18.92;19.52;22.78
2014;01;05;22;00;12.82;0.00;0.00;0.00;14.12;19.36;19.34;24.18
2014;01;05;23;00;11.65;0.00;0.00;0.00;14.46;18.89;19.48;27.51
2014;01;06;00;00;10.71;0.00;0.00;0.00;14.80;18.43;19.00;27.05
2014;01;06;01;00;9.90;0.00;0.00;0.00;14.80;18.43;18.36;25.56
2014;01;06;02;00;9.20;0.00;0.00;0.00;15.14;18.00;18.20;24.54
2014;01;06;03;00;8.56;0.00;0.00;0.00;15.26;19.29;18.06;23.50
2014;01;06;04;00;8.08;0.00;0.00;0.00;15.60;18.85;22.21;19.90
2014;01;06;05;00;7.66;0.00;0.00;0.00;16.06;19.65;22.80;21.30
2014;01;06;06;00;7.33;0.00;0.00;0.00;15.60;18.85;23.07;22.96
2014;01;06;07;00;6.99;0.00;0.00;1.33;15.94;18.43;21.79;22.33
2014;01;06;08;00;7.92;0.00;0.00;60.00;14.69;17.10;20.95;19.06
2014;01;06;09;00;11.22;0.00;0.00;60.00;11.73;17.88;17.90;15.15
2014;01;06;10;00;15.39;0.00;0.30;60.00;11.44;24.15;16.60;12.53
2014;01;06;11;00;18.27;0.00;6.60;59.81;10.63;28.30;15.54;13.39
2014;01;06;12;00;20.19;0.00;2.10;55.79;9.18;25.56;15.39;10.78
2014;01;06;13;00;21.36;0.00;1.50;58.66;7.29;20.22;15.99;7.77
2014;01;06;14;00;21.98;0.00;0.00;59.04;6.38;16.39;15.86;2.60
2014;01;06;15;00;22.13;0.00;0.00;60.00;5.15;12.09;14.78;2.79
2014;01;06;16;00;21.56;0.00;0.00;60.00;3.96;360.00;15.99;7.77
2014;01;06;17;00;20.08;0.00;0.00;60.00;3.55;336.04;15.58;6.63
2014;01;06;18;00;18.77;0.00;0.00;1.50;5.09;351.87;15.55;5.31
2014;01;06;19;00;17.86;0.00;0.30;0.00;6.16;6.71;14.21;8.75
2014;01;06;20;00;16.98;0.00;1.80;0.00;7.07;14.74;12.14;11.98
2014;01;06;21;00;16.20;0.00;7.50;0.00;7.97;18.43;10.66;11.69
2014;01;06;22;00;15.32;0.00;0.30;0.00;8.77;19.18;9.47;8.75
2014;01;06;23;00;14.35;0.00;0.00;0.00;9.23;20.56;8.47;12.26
2014;01;07;00;00;13.13;0.00;0.00;0.00;9.57;19.80;6.99;11.89
2014;01;07;01;00;11.89;0.00;0.00;0.00;9.90;19.09;6.84;360.00
2014;01;07;02;00;10.86;0.00;12.60;0.00;10.25;18.43;6.57;350.54
2014;01;07;03;00;10.21;0.00;9.90;0.00;10.50;22.17;6.92;351.03
2014;01;07;04;00;10.18;0.00;3.60;0.00;9.83;23.75;5.00;300.26
2014;01;07;05;00;9.86;0.00;1.50;0.00;9.83;23.75;4.58;315.00
2014;01;07;06;00;9.66;0.00;0.60;0.00;9.83;23.75;5.32;331.70
2014;01;07;07;00;9.51;0.00;0.00;1.28;9.69;21.80;5.35;340.35
2014;01;07;08;00;10.49;0.00;0.00;60.00;9.36;22.62;5.51;348.69
2014;01;07;09;00;13.20;0.00;0.00;60.00;6.15;20.56;5.01;338.96
2014;01;07;10;00;16.37;0.00;0.00;60.00;2.74;23.20;5.32;331.70
2014;01;07;11;00;18.37;0.00;33.00;60.00;1.14;198.43;5.19;326.31
2014;01;07;12;00;19.54;0.00;62.00;38.94;4.84;221.99;4.84;318.01
2014;01;07;13;00;20.19;0.00;69.00;20.43;7.20;233.13;4.84;318.01
2014;01;07;14;00;20.52;0.00;68.00;15.96;8.59;236.98;5.40;306.87
2014;01;07;15;00;20.44;0.00;100.00;16.60;8.79;235.01;5.86;312.51
2014;01;07;16;00;19.97;0.00;100.00;0.00;7.93;230.53;6.30;329.04
2014;01;07;17;00;19.00;0.00;100.00;0.00;6.70;216.25;6.29;336.37
2014;01;07;18;00;18.16;0.00;100.00;0.00;5.50;211.61;5.35;340.35
2014;01;07;19;00;17.24;0.00;9.00;0.00;3.71;209.05;4.02;333.43
2014;01;07;20;00;16.32;0.00;15.00;0.00;2.60;213.69;3.32;310.60
2014;01;07;21;00;15.70;0.00;0.00;0.00;1.53;225.00;3.76;286.70
2014;01;07;22;00;15.26;0.00;1.00;0.00;0.00;180.00;3.32;282.53
2014;01;07;23;00;14.79;0.00;1.00;0.00;2.31;51.34;3.40;302.01
2014;01;08;00;00;14.45;0.00;1.00;0.00;3.83;41.19;4.58;315.00
2014;01;08;01;00;14.04;0.00;2.00;0.00;4.90;36.03;6.19;324.46
2014;01;08;02;00;13.51;0.00;3.90;0.00;5.50;31.61;6.61;330.64
2014;01;08;03;00;13.00;0.00;14.40;0.00;5.99;32.74;6.95;338.75
2014;01;08;04;00;12.25;0.00;14.70;0.00;7.90;24.23;7.57;357.27
2014;01;08;05;00;11.33;0.00;12.00;0.00;8.56;22.25;7.93;357.40
2014;01;08;06;00;10.44;0.00;30.00;0.00;8.89;21.37;7.59;354.56
2014;01;08;07;00;9.85;0.00;30.00;0.87;9.23;20.56;7.70;349.22
2014;01;08;08;00;10.66;0.00;30.00;40.85;8.89;21.37;7.99;352.23
2014;01;08;09;00;13.44;0.00;30.00;40.85;5.48;23.20;8.31;355.03
2014;01;08;10;00;16.09;0.00;30.00;40.85;3.89;33.69;8.28;360.00
2014;01;08;11;00;17.63;0.00;30.00;40.85;1.53;45.00;8.40;9.87
2014;01;08;12;00;18.68;0.00;41.00;40.85;1.61;206.57;8.12;12.80
2014;01;08;13;00;19.27;0.00;100.00;33.83;4.69;237.53;4.68;360.00
2014;01;08;14;00;19.45;0.00;100.00;0.00;6.61;240.64;6.30;329.04
2014;01;08;15;00;19.30;0.00;100.00;0.00;6.99;235.49;6.49;326.31
2014;01;08;16;00;18.74;0.00;100.00;0.00;7.42;230.91;7.57;334.65
2014;01;08;17;00;17.59;0.00;100.00;0.00;6.64;220.60;7.17;342.47
2014;01;08;18;00;16.55;0.00;100.00;0.00;4.84;221.99;6.52;353.66
2014;01;08;19;00;15.80;0.00;100.00;0.00;3.60;216.87;5.04;360.00
2014;01;08;20;00;15.26;0.00;100.00;0.00;2.81;219.81;4.02;349.70
2014;01;08;21;00;14.86;0.00;100.00;0.00;1.02;225.00;4.02;349.70
2014;01;08;22;00;14.55;0.00;100.00;0.00;0.00;180.00;4.69;355.60
2014;01;08;23;00;14.25;0.00;100.00;0.00;1.30;56.31;5.77;3.58
2014;01;09;00;00;13.97;0.00;100.00;0.00;2.04;45.00;6.64;12.53
2014;01;09;01;00;13.68;0.00;100.00;0.00;3.10;35.54;7.07;14.74
2014;01;09;02;00;13.33;0.00;61.00;0.00;3.42;18.43;7.34;11.31
2014;01;09;03;00;12.88;0.00;24.00;0.00;4.02;10.30;7.21;2.86
2014;01;09;04;00;11.10;0.00;21.00;0.00;7.42;14.04;8.64;360.00
2014;01;09;05;00;10.21;0.00;25.00;0.00;7.97;18.43;8.71;7.13
2014;01;09;06;00;9.31;0.00;24.00;0.00;8.91;14.04;8.71;7.13
2014;01;09;07;00;8.71;0.00;21.00;0.96;9.26;13.50;9.36;360.00
2014;01;09;08;00;9.47;0.00;17.00;46.60;8.76;9.46;10.59;350.22
2014;01;09;09;00;12.30;0.00;14.00;49.15;5.76;360.00;10.59;342.18
2014;01;09;10;00;14.55;0.00;20.00;51.06;4.45;345.96;10.83;338.55
2014;01;09;11;00;16.25;0.00;6.60;47.23;3.89;303.69;10.37;339.68
2014;01;09;12;00;17.48;0.00;5.70;55.79;5.80;277.13;10.93;342.76
2014;01;09;13;00;18.27;0.00;12.00;56.36;7.93;267.40;10.31;347.91
2014;01;09;14;00;18.57;0.00;11.40;52.34;8.71;262.87;7.90;335.77
2014;01;09;15;00;18.53;0.00;6.60;52.72;8.71;262.87;10.63;331.70
2014;01;09;16;00;18.08;0.00;5.40;55.79;7.24;264.29;12.66;345.17
2014;01;09;17;00;17.10;0.00;1.80;56.55;4.33;265.24;15.84;360.00
2014;01;09;18;00;16.22;0.00;2.40;3.98;2.81;320.19;18.64;10.01
2014;01;09;19;00;15.69;0.00;1.80;0.00;3.62;5.71;20.70;13.07
2014;01;09;20;00;15.14;0.00;1.20;0.00;5.24;15.95;21.92;14.26
2014;01;09;21;00;14.46;0.00;1.20;0.00;7.17;17.53;23.40;14.25
2014;01;09;22;00;13.30;0.00;2.00;0.00;9.11;18.43;25.07;15.83
2014;01;09;23;00;12.31;0.00;1.00;0.00;10.37;20.32;26.08;20.19
2014;01;10;00;00;11.51;0.00;0.00;0.00;11.04;19.03;25.81;22.99
2014;01;10;01;00;10.90;0.00;0.90;0.00;11.38;18.43;25.28;26.20
2014;01;10;02;00;10.35;0.00;3.00;0.00;11.62;16.19;22.23;24.90
2014;01;10;03;00;9.84;0.00;2.10;0.00;11.87;14.04;20.27;19.72
2014;01;10;04;00;8.36;0.00;0.00;0.00;12.57;13.24;16.87;11.07
2014;01;10;05;00;8.00;0.00;0.00;0.00;12.66;14.83;14.56;8.53
2014;01;10;06;00;7.70;0.00;1.50;0.00;12.66;14.83;12.37;8.37
2014;01;10;07;00;7.43;0.00;0.60;1.31;12.66;14.83;10.14;6.12
2014;01;10;08;00;8.46;0.00;0.00;59.62;11.87;14.04;8.31;4.97
2014;01;10;09;00;11.59;0.00;0.00;60.00;9.26;13.50;6.48;360.00
2014;01;10;10;00;14.76;0.00;0.00;60.00;8.43;19.98;5.05;4.09
2014;01;10;11;00;17.48;0.00;0.00;60.00;5.82;21.80;3.76;16.70
2014;01;10;12;00;19.45;0.00;0.00;60.00;3.08;20.56;3.32;40.60
2014;01;10;13;00;20.71;0.00;0.00;60.00;0.36;270.00;2.74;66.80
2014;01;10;14;00;21.29;0.00;0.00;60.00;3.83;228.81;2.90;60.26
2014;01;10;15;00;21.23;0.00;0.00;60.00;5.62;230.19;1.61;26.57
2014;01;10;16;00;20.50;0.00;0.00;60.00;6.19;234.46;2.97;14.04
2014;01;10;17;00;18.99;0.00;0.00;60.00;4.90;233.97;5.00;30.26
2014;01;10;18;00;17.71;0.00;0.00;4.94;3.08;249.44;6.41;38.16
2014;01;10;19;00;17.00;0.00;0.00;0.00;0.51;315.00;7.15;49.09
2014;01;10;20;00;16.70;0.00;0.00;0.00;2.81;39.81;7.41;60.95
2014;01;10;21;00;16.25;0.00;0.00;0.00;4.61;38.66;6.49;70.56
2014;01;10;22;00;15.85;0.00;0.00;0.00;5.40;36.87;5.15;77.91
2014;01;10;23;00;15.44;0.00;0.00;0.00;5.99;32.74;4.74;81.25
2014;01;11;00;00;15.05;0.00;0.00;0.00;6.61;29.36;4.38;80.54
2014;01;11;01;00;14.61;0.00;0.00;0.00;6.92;27.90;3.98;84.81
2014;01;11;02;00;14.06;0.00;0.00;0.00;7.24;26.57;3.62;84.29
2014;01;11;03;00;13.52;0.00;0.00;0.00;7.57;25.35;3.26;83.66
2014;01;11;04;00;10.22;0.00;0.00;0.00;9.79;17.10;1.80;53.13
2014;01;11;05;00;9.93;0.00;0.00;0.00;9.57;19.80;0.80;26.57
2014;01;11;06;00;9.74;0.00;0.00;0.00;9.57;19.80;0.36;360.00
2014;01;11;07;00;9.58;0.00;0.00;1.41;9.57;19.80;0.36;270.00
2014;01;11;08;00;10.52;0.00;0.00;60.00;9.11;18.43;1.30;303.69
2014;01;11;09;00;13.28;0.00;0.00;60.00;5.94;14.04;2.41;296.57
2014;01;11;10;00;16.54;0.00;0.00;60.00;2.88;360.00;3.40;302.01
2014;01;11;11;00;18.82;0.00;0.00;60.00;2.88;270.00;4.33;311.63
2014;01;11;12;00;20.19;0.00;1.80;60.00;5.48;246.80;4.39;325.01
2014;01;11;13;00;20.89;0.00;4.50;58.85;7.73;242.24;4.83;333.43
2014;01;11;14;00;21.07;0.00;9.90;57.13;8.89;238.24;3.40;302.01
2014;01;11;15;00;20.75;0.00;23.70;53.68;9.59;235.71;5.24;285.95
2014;01;11;16;00;19.96;0.00;30.00;44.87;9.00;233.13;5.69;304.70
2014;01;11;17;00;18.65;0.00;30.00;40.85;6.88;222.88;5.19;326.31
2014;01;11;18;00;17.49;0.00;30.00;3.98;5.09;225.00;5.35;340.35
2014;01;11;19;00;16.77;0.00;100.00;0.00;3.05;225.00;4.80;347.01
2014;01;11;20;00;16.23;0.00;100.00;0.00;1.44;270.00;5.24;344.05
2014;01;11;21;00;15.93;0.00;73.00;0.00;1.80;323.13;6.29;336.37
2014;01;11;22;00;15.71;0.00;100.00;0.00;2.52;360.00;7.09;336.04
2014;01;11;23;00;15.53;0.00;71.00;0.00;4.02;10.30;8.77;340.82
2014;01;12;00;00;15.30;0.00;27.60;0.00;5.15;12.09;10.14;343.50
2014;01;12;01;00;14.76;0.00;0.90;0.00;6.21;10.01;11.97;344.29
2014;01;12;02;00;13.99;0.00;0.00;0.00;7.64;8.13;13.80;344.88
2014;01;12;03;00;12.87;0.00;0.00;0.00;8.40;9.87;15.04;348.96
2014;01;12;04;00;10.72;0.00;0.00;0.00;10.74;13.57;17.70;355.33
2014;01;12;05;00;10.09;0.00;0.00;0.00;11.44;12.72;20.16;1.02
2014;01;12;06;00;9.52;0.00;0.00;0.00;12.22;13.63;20.67;7.00
2014;01;12;07;00;8.99;0.00;0.00;1.53;12.57;13.24;21.75;6.65
2014;01;12;08;00;9.73;0.00;0.00;60.00;12.14;11.98;23.02;9.90
2014;01;12;09;00;12.75;0.00;0.00;60.00;10.66;11.69;22.90;16.44
2014;01;12;10;00;15.78;0.00;9.00;60.00;11.53;14.47;22.21;19.90
2014;01;12;11;00;17.88;0.00;39.00;54.26;10.48;15.95;22.26;22.83
2014;01;12;12;00;19.54;0.00;100.00;35.11;9.61;12.99;22.26;22.83
2014;01;12;13;00;20.86;0.00;100.00;0.00;8.76;9.46;23.11;18.15
2014;01;12;14;00;21.82;0.00;100.00;0.00;8.67;4.76;22.80;15.57
2014;01;12;15;00;22.30;0.00;17.00;0.00;8.71;7.13;24.38;16.29
2014;01;12;16;00;22.27;0.00;0.00;49.15;9.11;9.09;27.10;19.40
2014;01;12;17;00;21.02;0.00;0.00;60.00;7.57;2.73;29.50;23.75
2014;01;12;18;00;19.56;0.00;0.00;6.75;9.83;8.43;30.27;26.87
2014;01;12;19;00;17.91;0.00;0.00;0.00;11.97;15.71;30.50;30.50
2014;01;12;20;00;16.25;0.00;0.00;0.00;13.10;15.95;30.07;31.79
2014;01;12;21;00;14.85;0.00;0.00;0.00;14.24;16.14;28.47;32.08
2014;01;12;22;00;13.72;0.00;0.00;0.00;14.59;15.75;23.66;33.21
2014;01;12;23;00;12.78;0.00;0.00;0.00;14.69;17.10;17.50;36.63
2014;01;13;00;00;12.03;0.00;0.00;0.00;15.03;16.70;12.10;36.53
2014;01;13;01;00;11.40;0.00;0.00;0.00;15.03;16.70;9.50;24.62
2014;01;13;02;00;10.86;0.00;0.00;0.00;15.38;16.31;10.90;7.59
2014;01;13;03;00;10.37;0.00;0.00;0.00;15.83;17.20;13.68;358.49
2014;01;13;04;00;8.33;0.00;0.00;0.00;16.52;16.46;12.50;11.63
2014;01;13;05;00;8.00;0.00;0.00;0.00;16.62;17.65;12.78;9.73
2014;01;13;06;00;7.65;0.00;0.00;0.00;16.62;17.65;13.40;6.17
2014;01;13;07;00;7.39;0.00;0.00;1.68;16.62;17.65;14.92;8.33
2014;01;13;08;00;8.42;0.00;0.00;60.00;15.83;17.20;15.33;9.46
2014;01;13;09;00;11.80;0.00;0.00;60.00;14.00;17.97;15.68;9.25
2014;01;13;10;00;15.89;0.00;0.00;60.00;14.84;22.83;15.33;9.46
2014;01;13;11;00;18.87;0.00;0.00;60.00;15.46;24.78;15.75;10.54
2014;01;13;12;00;20.76;0.00;0.00;60.00;15.46;27.76;16.52;16.46
2014;01;13;13;00;22.15;0.00;0.00;60.00;14.65;27.82;17.16;9.66
2014;01;13;14;00;23.07;0.00;0.00;60.00;13.36;27.26;16.60;3.73
2014;01;13;15;00;23.43;0.00;0.00;60.00;12.07;26.57;17.29;2.39
2014;01;13;16;00;23.16;0.00;0.00;60.00;10.50;22.17;18.45;5.60
2014;01;13;17;00;22.17;0.00;0.00;60.00;9.00;16.26;20.52;15.26
2014;01;13;18;00;21.05;0.00;0.00;7.67;10.14;16.50;22.55;24.52
2014;01;13;19;00;19.70;0.00;0.00;0.00;11.28;16.70;22.97;32.20
2014;01;13;20;00;17.70;0.00;0.00;0.00;12.52;18.43;22.77;34.70
2014;01;13;21;00;15.43;0.00;0.00;0.00;13.55;16.99;22.47;35.22
2014;01;13;22;00;13.76;0.00;0.00;0.00;14.69;17.10;21.47;34.76
2014;01;13;23;00;12.65;0.00;0.00;0.00;14.69;17.10;19.97;33.98
2014;01;14;00;00;11.77;0.00;0.00;0.00;15.14;18.00;20.27;33.41
2014;01;14;01;00;11.04;0.00;0.00;0.00;15.48;17.59;20.67;35.07
2014;01;14;02;00;10.40;0.00;0.00;0.00;15.83;17.20;20.97;34.51
2014;01;14;03;00;9.82;0.00;0.00;0.00;15.83;17.20;23.19;36.16
2014;01;14;04;00;9.35;0.00;0.00;0.00;15.28;15.02;29.20;30.36
2014;01;14;05;00;8.85;0.00;0.00;0.00;15.83;17.20;32.17;31.73
2014;01;14;06;00;8.42;0.00;0.00;0.00;16.28;18.03;34.25;33.86
2014;01;14;07;00;8.09;0.00;0.00;1.86;16.62;17.65;39.87;39.87
2014;01;14;08;00;9.15;0.00;0.00;60.00;16.17;16.82;39.32;40.54
2014;01;14;09;00;12.53;0.00;0.00;60.00;13.80;15.12;40.57;41.04
