Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Total Precipitation (high resolution)  [sfc];Total Cloud Cover  [sfc];Sunshine Duration  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd];Wind Speed  [900 mb];Wind Direction  [900 mb]
2018;09;07;17;00;27.89;0.00;10.00;52.34;10.44;226.40;13.44;262.30
2018;09;07;18;00;26.53;0.00;0.00;53.62;7.64;225.00;13.44;262.30
2018;09;07;19;00;25.22;0.00;0.00;12.73;5.12;219.29;11.97;263.09
2018;09;07;20;00;24.38;0.00;0.00;0.00;2.60;213.69;10.09;267.95
2018;09;07;21;00;23.72;0.00;0.00;0.00;1.14;161.57;8.28;270.00
2018;09;07;22;00;23.13;0.00;0.00;0.00;1.84;101.31;6.85;273.01
2018;09;07;23;00;22.66;0.00;0.00;0.00;2.19;80.54;5.45;277.59
2018;09;08;00;00;22.33;0.00;0.00;0.00;2.41;63.43;4.45;284.04
2018;09;08;01;00;21.96;0.00;9.00;0.00;2.81;50.19;3.55;293.96
2018;09;08;02;00;21.67;0.00;13.00;0.00;3.32;40.60;3.10;305.54
2018;09;08;03;00;21.45;0.00;24.00;0.00;3.89;33.69;2.90;330.26
2018;09;08;04;00;21.81;0.00;27.00;0.00;6.03;17.35;2.28;71.57
2018;09;08;05;00;21.72;0.00;30.00;0.00;6.38;16.39;2.16;90.00
2018;09;08;06;00;21.87;0.00;14.00;19.88;6.83;18.43;1.80;90.00
2018;09;08;07;00;23.12;0.00;18.00;51.06;5.24;15.95;2.16;90.00
2018;09;08;08;00;25.81;0.00;19.00;48.51;2.16;360.00;1.94;111.80
2018;09;08;09;00;28.33;0.00;19.00;47.87;2.31;231.34;1.80;126.87
2018;09;08;10;00;30.32;0.00;8.00;47.87;6.49;213.69;1.80;143.13
2018;09;08;11;00;31.81;0.00;12.00;54.89;9.69;211.33;3.96;180.00
2018;09;08;12;00;32.87;0.00;8.00;52.34;11.18;213.18;6.21;190.01
2018;09;08;13;00;33.46;0.00;0.00;54.89;12.39;215.54;7.63;199.29
2018;09;08;14;00;33.59;0.00;0.00;60.00;12.60;216.87;9.03;203.50
2018;09;08;15;00;33.25;0.00;0.00;60.00;12.31;217.87;9.03;203.50
2018;09;08;16;00;32.61;0.00;0.00;60.00;11.81;217.57;8.85;206.57
2018;09;08;17;00;31.42;0.00;0.00;60.00;10.30;216.47;7.93;219.47
2018;09;08;18;00;29.67;0.00;0.00;60.00;7.29;212.91;8.09;237.72
2018;09;08;19;00;27.94;0.00;0.00;11.35;5.15;204.78;8.22;241.19
2018;09;08;20;00;26.69;0.00;0.00;0.00;3.32;192.53;8.22;241.19
2018;09;08;21;00;25.63;0.00;0.00;0.00;1.94;158.20;7.90;239.93
2018;09;08;22;00;24.81;0.00;0.00;0.00;2.28;108.43;7.29;237.09
2018;09;08;23;00;24.20;0.00;0.00;0.00;3.24;90.00;6.49;236.31
2018;09;09;00;00;23.73;0.00;0.00;0.00;3.76;73.30;5.69;235.30
2018;09;09;01;00;23.30;0.00;0.00;0.00;4.02;63.43;4.61;231.34
2018;09;09;02;00;22.99;0.00;0.00;0.00;4.39;55.01;4.07;225.00
2018;09;09;03;00;22.69;0.00;0.00;0.00;4.84;48.01;3.32;220.60
2018;09;09;04;00;21.81;0.00;28.00;0.00;5.50;31.61;2.97;194.04
2018;09;09;05;00;21.52;0.00;31.00;0.00;6.19;35.54;2.88;180.00
2018;09;09;06;00;21.28;0.00;14.00;19.11;5.99;32.74;3.32;167.47
2018;09;09;07;00;22.65;0.00;17.00;51.06;4.69;32.47;3.88;158.20
2018;09;09;08;00;24.99;0.00;20.00;49.15;1.80;90.00;3.88;158.20
2018;09;09;09;00;27.21;0.00;20.00;47.23;4.69;175.60;4.02;153.43
2018;09;09;10;00;28.98;0.00;12.00;47.23;7.59;185.44;4.02;153.43
2018;09;09;11;00;30.27;0.00;22.00;52.34;9.35;195.64;5.86;169.38
2018;09;09;12;00;30.99;0.00;22.00;45.96;11.17;200.77;7.56;180.00
2018;09;09;13;00;31.41;0.00;27.00;45.96;12.25;204.30;8.31;184.97
2018;09;09;14;00;31.32;0.00;13.00;42.77;12.73;208.74;9.11;189.09
2018;09;09;15;00;30.91;0.00;10.00;51.70;12.41;209.54;9.06;186.84
2018;09;09;16;00;30.11;0.00;0.00;53.62;11.92;208.89;8.67;184.76
2018;09;09;17;00;28.86;0.00;0.00;60.00;10.32;209.25;6.88;186.01
2018;09;09;18;00;27.16;0.00;0.00;60.00;8.05;206.57;5.96;205.02
2018;09;09;19;00;25.52;0.00;0.00;9.98;5.96;205.02;5.62;219.81
2018;09;09;20;00;24.34;0.00;0.00;0.00;4.02;190.30;5.60;225.00
2018;09;09;21;00;23.35;0.00;2.00;0.00;3.67;168.69;5.12;219.29
2018;09;09;22;00;22.50;0.00;11.00;0.00;3.71;150.95;4.51;208.61
2018;09;09;23;00;21.70;0.00;16.00;0.00;4.07;135.00;4.02;190.30
2018;09;10;00;00;21.02;0.00;33.00;0.00;3.89;123.69;4.32;180.00
2018;09;10;01;00;20.35;0.00;29.00;0.00;3.71;119.05;4.45;165.96
2018;09;10;02;00;19.84;0.00;16.00;0.00;3.32;102.53;4.35;155.56
2018;09;10;03;00;19.32;0.00;25.00;0.00;3.60;90.00;4.39;145.01
2018;09;10;04;00;19.84;0.00;100.00;0.00;2.90;97.13;2.90;150.26
2018;09;10;05;00;19.69;0.00;100.00;0.00;3.60;90.00;3.05;135.00
2018;09;10;06;00;19.67;0.00;100.00;0.00;3.42;71.57;2.81;129.81
2018;09;10;07;00;20.65;0.00;28.00;0.00;2.52;90.00;2.90;119.74
2018;09;10;08;00;22.24;0.00;34.00;42.13;2.90;172.87;2.81;129.81
2018;09;10;09;00;24.06;0.00;38.00;38.30;5.80;187.13;2.74;113.20
2018;09;10;10;00;25.67;0.00;20.00;35.74;7.86;195.95;2.97;104.04
2018;09;10;11;00;26.90;0.00;32.00;47.23;10.03;201.04;4.21;160.02
2018;09;10;12;00;27.74;0.00;34.00;39.57;11.11;204.90;6.13;176.63
2018;09;10;13;00;28.08;0.00;45.00;38.30;12.73;208.74;6.85;183.01
2018;09;10;14;00;28.01;0.00;22.00;31.28;13.71;209.93;7.42;194.04
2018;09;10;15;00;27.59;0.00;35.00;45.96;13.71;209.93;8.12;192.80
2018;09;10;16;00;26.79;0.00;34.00;37.66;12.56;207.30;7.95;185.19
2018;09;10;17;00;25.61;0.00;40.00;38.30;11.27;206.57;6.13;183.37
2018;09;10;18;00;24.07;0.00;19.00;34.47;9.03;203.50;4.33;184.76
2018;09;10;19;00;22.71;0.00;19.00;6.86;6.95;201.25;3.32;192.53
2018;09;10;20;00;21.76;0.00;25.00;0.00;5.15;192.09;3.08;200.56
2018;09;10;21;00;20.94;0.00;37.00;0.00;4.32;180.00;2.90;209.74
2018;09;10;22;00;20.27;0.00;21.00;0.00;3.98;174.81;2.60;213.69
2018;09;10;23;00;19.65;0.00;33.00;0.00;3.67;168.69;2.10;210.96
2018;09;11;00;00;19.15;0.00;37.00;0.00;3.32;167.47;1.84;191.31
2018;09;11;01;00;18.73;0.00;42.00;0.00;2.74;156.80;1.80;180.00
2018;09;11;02;00;18.38;0.00;21.00;0.00;2.10;149.04;1.48;165.96
2018;09;11;03;00;18.10;0.00;28.00;0.00;1.80;126.87;1.30;146.31
2018;09;11;04;00;18.90;0.00;100.00;0.00;1.84;101.31;1.80;323.13
2018;09;11;05;00;18.69;0.00;100.00;0.00;1.84;101.31;1.02;315.00
2018;09;11;06;00;18.69;0.00;100.00;0.00;1.84;78.69;0.72;360.00
2018;09;11;07;00;19.31;0.00;100.00;0.00;1.84;101.31;1.08;360.00
2018;09;11;08;00;20.47;0.00;100.00;0.00;2.88;180.00;0.51;45.00
2018;09;11;09;00;22.17;0.00;40.00;0.00;5.59;194.93;0.80;63.43
2018;09;11;10;00;23.71;0.00;21.00;34.47;8.43;199.98;1.48;75.96
2018;09;11;11;00;25.12;0.00;31.00;46.60;10.16;202.93;2.28;161.57
2018;09;11;12;00;25.90;0.00;33.00;40.21;11.92;205.02;5.76;180.00
2018;09;11;13;00;26.30;0.00;44.00;38.94;13.36;207.26;7.70;190.78
2018;09;11;14;00;26.35;0.00;22.00;31.91;13.68;206.57;8.47;192.26
2018;09;11;15;00;26.05;0.00;35.00;45.96;13.68;206.57;8.35;187.43
2018;09;11;16;00;25.36;0.00;36.00;37.66;12.25;204.30;7.21;177.14
2018;09;11;17;00;24.19;0.00;44.00;37.02;11.30;202.48;5.24;164.05
2018;09;11;18;00;22.64;0.00;21.00;31.91;9.36;202.62;4.02;169.70
2018;09;11;19;00;21.30;0.00;32.00;5.60;7.42;202.83;4.74;188.75
2018;09;11;20;00;20.38;0.00;35.00;0.00;5.69;198.43;5.48;203.20
2018;09;11;21;00;19.62;0.00;40.00;0.00;4.74;188.75;5.50;211.61
2018;09;11;22;00;19.03;0.00;21.00;0.00;3.96;180.00;5.12;219.29
2018;09;11;23;00;18.46;0.00;26.00;0.00;3.62;174.29;4.58;225.00
2018;09;12;00;00;18.02;0.00;34.00;0.00;3.32;167.47;4.39;235.01
2018;09;12;01;00;17.61;0.00;42.00;0.00;3.08;159.44;4.20;239.04
2018;09;12;02;00;17.33;0.00;22.00;0.00;2.90;150.26;4.02;243.43
2018;09;12;03;00;17.14;0.00;100.00;0.00;2.55;135.00;3.42;251.57
2018;09;12;04;00;18.52;0.00;100.00;0.00;3.10;125.54;6.48;270.00
2018;09;12;05;00;18.33;0.00;100.00;0.00;3.08;110.56;6.52;263.66
2018;09;12;06;00;18.32;0.00;100.00;0.00;2.90;97.13;7.28;261.47
2018;09;12;07;00;18.89;0.00;100.00;0.00;2.81;129.81;7.34;258.69
2018;09;12;08;00;19.77;0.00;100.00;0.00;3.67;168.69;7.21;267.14
2018;09;12;09;00;21.29;0.00;41.00;0.00;6.57;189.46;7.20;270.00
2018;09;12;10;00;22.88;0.00;19.00;33.83;9.11;198.43;7.21;272.86
2018;09;12;11;00;24.24;0.00;32.00;47.87;11.30;202.48;6.48;270.00
2018;09;12;12;00;25.03;0.00;35.00;39.57;13.05;204.44;6.70;233.75
2018;09;12;13;00;25.43;0.00;45.00;37.66;13.85;204.57;7.41;209.05
2018;09;12;14;00;25.48;0.00;22.00;31.28;14.01;205.91;7.75;201.80
2018;09;12;15;00;25.15;0.00;36.00;45.96;13.68;206.57;7.63;199.29
2018;09;12;16;00;24.52;0.00;35.00;37.02;12.88;206.57;6.99;214.51
2018;09;12;17;00;23.44;0.00;37.00;37.66;10.79;205.71;8.21;232.13
2018;09;12;18;00;22.04;0.00;19.00;36.38;8.56;202.25;10.95;242.59
2018;09;12;19;00;20.92;0.00;26.00;4.64;6.15;200.56;11.92;244.98
2018;09;12;20;00;20.14;0.00;30.00;0.00;4.74;188.75;11.92;244.98
2018;09;12;21;00;19.49;0.00;37.00;0.00;3.62;174.29;10.32;240.75
2018;09;12;22;00;18.97;0.00;18.00;0.00;3.08;159.44;9.69;238.67
2018;09;12;23;00;18.47;0.00;24.00;0.00;2.60;146.31;8.89;238.24
2018;09;13;00;00;18.12;0.00;29.00;0.00;2.28;108.43;8.40;239.04
2018;09;13;01;00;17.80;0.00;36.00;0.00;2.55;81.87;8.40;239.04
2018;09;13;02;00;17.56;0.00;17.00;0.00;3.40;57.99;8.09;237.72
2018;09;13;03;00;17.30;0.00;21.00;0.00;3.83;48.81;8.29;235.62
2018;09;13;04;00;18.49;0.00;25.00;0.00;3.60;53.13;4.68;270.00
2018;09;13;05;00;18.27;0.00;30.00;0.00;4.07;45.00;5.51;258.69
2018;09;13;06;00;18.25;0.00;14.00;17.54;4.90;36.03;6.73;254.48
2018;09;13;07;00;19.60;0.00;23.00;51.06;2.55;45.00;7.29;249.78
2018;09;13;08;00;21.12;0.00;32.00;45.32;0.72;180.00;7.90;245.77
2018;09;13;09;00;22.99;0.00;38.00;39.57;4.68;202.62;8.05;243.43
2018;09;13;10;00;24.63;0.00;20.00;35.74;7.73;207.76;7.24;243.43
2018;09;13;11;00;26.05;0.00;31.00;47.23;10.19;212.01;7.15;229.09
2018;09;13;12;00;27.01;0.00;28.00;40.21;11.98;212.74;8.21;217.87
2018;09;13;13;00;27.71;0.00;28.00;42.13;12.68;214.59;8.71;209.74
2018;09;13;14;00;27.92;0.00;14.00;42.13;12.89;215.91;8.71;209.74
2018;09;13;15;00;27.83;0.00;9.00;51.06;12.60;216.87;9.02;208.61
2018;09;13;16;00;27.31;0.00;0.00;54.26;12.03;218.93;9.02;208.61
2018;09;13;17;00;26.36;0.00;0.00;60.00;10.23;219.29;8.44;219.81
2018;09;13;18;00;24.92;0.00;0.00;60.00;6.88;222.88;8.89;238.24
2018;09;13;19;00;23.63;0.00;0.00;4.41;4.58;225.00;9.98;244.36
2018;09;13;20;00;22.68;0.00;0.00;0.00;3.10;234.46;10.50;247.83
2018;09;13;21;00;21.85;0.00;0.00;0.00;0.80;243.43;10.37;249.68
2018;09;13;22;00;21.15;0.00;0.00;0.00;1.14;71.57;9.83;246.25
2018;09;13;23;00;20.74;0.00;0.00;0.00;3.05;45.00;8.56;247.75
2018;09;14;00;00;20.49;0.00;0.00;0.00;4.33;41.63;7.90;245.77
2018;09;14;01;00;20.24;0.00;0.00;0.00;5.19;33.69;7.17;252.47
2018;09;14;02;00;19.93;0.00;0.00;0.00;6.12;28.07;6.49;250.56
2018;09;14;03;00;19.62;0.00;0.00;0.00;6.44;26.57;5.59;255.07
2018;09;14;04;00;20.37;0.00;0.00;0.00;7.42;22.83;3.55;246.04
2018;09;14;05;00;19.83;0.00;0.00;0.00;7.90;24.23;2.81;230.19
2018;09;14;06;00;19.20;0.00;0.00;25.06;8.23;23.20;2.90;209.74
2018;09;14;07;00;20.69;0.00;0.00;60.00;6.62;22.38;2.62;195.95
2018;09;14;08;00;23.86;0.00;0.00;60.00;3.71;29.05;3.24;180.00
2018;09;14;09;00;26.38;0.00;0.00;60.00;1.08;180.00;3.62;174.29
2018;09;14;10;00;28.28;0.00;0.00;60.00;5.82;201.80;3.62;174.29
2018;09;14;11;00;29.82;0.00;0.00;60.00;9.02;208.61;5.04;180.00
2018;09;14;12;00;30.78;0.00;0.00;60.00;11.18;213.18;6.88;186.01
2018;09;14;13;00;31.32;0.00;0.00;60.00;13.48;214.11;9.26;193.50
2018;09;14;14;00;31.29;0.00;0.00;60.00;13.90;216.57;10.70;199.65
2018;09;14;15;00;30.99;0.00;0.00;60.00;11.99;221.35;9.23;200.56
2018;09;14;16;00;30.41;0.00;0.00;60.00;10.95;223.67;8.43;199.98
2018;09;14;17;00;29.26;0.00;0.00;60.00;9.42;226.55;7.75;201.80
2018;09;14;18;00;27.41;0.00;0.00;60.00;6.64;229.40;7.24;206.57
2018;09;14;19;00;25.77;0.00;0.00;3.00;4.61;231.34;6.30;210.96
2018;09;14;20;00;24.56;0.00;0.00;0.00;2.81;230.19;5.69;214.70
2018;09;14;21;00;23.51;0.00;0.00;0.00;1.14;198.43;5.90;217.57
2018;09;14;22;00;22.62;0.00;0.00;0.00;1.30;123.69;6.12;208.07
2018;09;14;23;00;21.99;0.00;0.00;0.00;2.19;99.46;7.17;197.53
2018;09;15;00;00;21.54;0.00;0.00;0.00;2.88;90.00;7.70;190.78
2018;09;15;01;00;21.03;0.00;0.00;0.00;3.24;90.00;8.29;182.49
2018;09;15;02;00;20.66;0.00;0.00;0.00;3.32;77.47;8.64;180.00
2018;09;15;03;00;20.29;0.00;0.00;0.00;3.42;71.57;8.28;180.00
2018;09;15;04;00;20.16;0.00;0.00;0.00;2.52;90.00;9.37;182.20
2018;09;15;05;00;19.82;0.00;1.00;0.00;2.88;90.00;8.71;187.13
2018;09;15;06;00;19.65;0.00;0.00;24.11;3.26;83.66;8.47;192.26
2018;09;15;07;00;20.67;0.00;0.00;60.00;1.84;101.31;8.56;194.62
2018;09;15;08;00;22.19;0.00;1.00;60.00;3.62;174.29;7.97;198.43
2018;09;15;09;00;23.99;0.00;1.00;59.36;6.29;193.24;7.17;197.53
2018;09;15;10;00;25.78;0.00;0.00;59.36;8.56;202.25;6.03;197.35
2018;09;15;11;00;27.36;0.00;0.00;60.00;10.79;205.71;6.92;188.97
2018;09;15;12;00;28.31;0.00;0.00;60.00;12.24;208.07;7.95;185.19
2018;09;15;13;00;28.95;0.00;0.00;60.00;12.90;210.14;8.35;187.43
2018;09;15;14;00;29.04;0.00;0.00;60.00;13.58;212.01;9.18;191.31
2018;09;15;15;00;28.71;0.00;0.00;60.00;13.18;214.99;9.35;195.64
2018;09;15;16;00;28.07;0.00;0.00;60.00;11.89;215.13;8.91;194.04
2018;09;15;17;00;26.95;0.00;0.00;60.00;10.23;219.29;7.63;199.29
2018;09;15;18;00;25.31;0.00;0.00;60.00;7.13;225.00;7.41;209.05
2018;09;15;19;00;23.92;0.00;0.00;1.60;5.35;227.73;7.42;219.09
2018;09;15;20;00;22.97;0.00;0.00;0.00;3.10;234.46;7.65;228.81
2018;09;15;21;00;22.19;0.00;0.00;0.00;1.53;225.00;7.70;232.59
2018;09;15;22;00;21.50;0.00;0.00;0.00;0.00;180.00;7.70;232.59
2018;09;15;23;00;20.89;0.00;0.00;0.00;1.30;56.31;7.20;233.13
2018;09;16;00;00;20.53;0.00;0.00;0.00;2.81;50.19;6.92;231.34
2018;09;16;01;00;20.25;0.00;0.00;0.00;3.60;36.87;6.92;231.34
2018;09;16;02;00;20.01;0.00;0.00;0.00;4.69;32.47;6.64;229.40
2018;09;16;03;00;19.75;0.00;0.00;0.00;5.32;28.30;6.64;229.40
2018;09;16;04;00;19.73;0.00;0.00;0.00;6.30;30.96;5.04;180.00
2018;09;16;05;00;19.39;0.00;0.00;0.00;6.61;29.36;5.40;180.00
2018;09;16;06;00;18.94;0.00;0.00;23.68;6.30;30.96;5.77;176.42
2018;09;16;07;00;20.33;0.00;0.00;60.00;4.20;30.96;6.52;173.66
2018;09;16;08;00;22.68;0.00;0.00;60.00;1.61;116.57;7.21;177.14
2018;09;16;09;00;24.50;0.00;0.00;60.00;5.04;180.00;6.52;173.66
2018;09;16;10;00;26.18;0.00;0.00;60.00;7.70;190.78;6.29;166.76
2018;09;16;11;00;27.67;0.00;0.00;60.00;9.79;197.10;6.49;176.82
2018;09;16;12;00;28.63;0.00;0.00;60.00;11.50;200.14;7.92;180.00
2018;09;16;13;00;29.10;0.00;0.00;60.00;13.05;204.44;9.03;184.57
2018;09;16;14;00;29.15;0.00;0.00;60.00;13.36;207.26;9.42;186.58
2018;09;16;15;00;28.92;0.00;0.00;60.00;12.90;210.14;9.18;191.31
2018;09;16;16;00;28.22;0.00;0.00;60.00;11.49;212.20;7.99;187.77
2018;09;16;17;00;27.07;0.00;0.00;60.00;10.09;214.82;6.12;180.00
2018;09;16;18;00;25.39;0.00;0.00;60.00;7.29;212.91;5.40;180.00
2018;09;16;19;00;23.92;0.00;0.00;0.19;4.90;216.03;4.74;188.75
2018;09;16;20;00;22.80;0.00;0.00;0.00;3.40;212.01;4.55;198.43
2018;09;16;21;00;21.87;0.00;0.00;0.00;1.80;180.00;4.35;204.44
2018;09;16;22;00;21.08;0.00;0.00;0.00;1.02;135.00;3.88;201.80
2018;09;16;23;00;20.47;0.00;0.00;0.00;1.48;75.96;3.76;196.70
2018;09;17;00;00;20.01;0.00;0.00;0.00;2.90;60.26;3.32;192.53
2018;09;17;01;00;19.58;0.00;0.00;0.00;3.56;45.00;3.26;186.34
2018;09;17;02;00;19.23;0.00;0.00;0.00;4.20;30.96;2.97;194.04
2018;09;17;03;00;18.92;0.00;0.00;0.00;4.83;26.57;2.62;195.95
2018;09;17;04;00;19.42;0.00;0.00;0.00;6.44;26.57;2.62;164.05
2018;09;17;05;00;18.92;0.00;0.00;0.00;6.76;25.20;2.97;165.96
2018;09;17;06;00;18.39;0.00;0.00;22.98;7.09;23.96;3.26;173.66
2018;09;17;07;00;19.91;0.00;0.00;60.00;5.35;19.65;3.62;174.29
2018;09;17;08;00;22.49;0.00;0.00;60.00;1.61;26.57;3.96;180.00
2018;09;17;09;00;24.44;0.00;0.00;60.00;3.55;203.96;3.98;185.19
2018;09;17;10;00;26.16;0.00;0.00;60.00;6.92;207.90;3.26;186.34
2018;09;17;11;00;27.67;0.00;0.00;60.00;9.39;212.47;4.10;195.26
2018;09;17;12;00;28.66;0.00;0.00;60.00;11.38;214.70;5.69;198.43
2018;09;17;13;00;29.11;0.00;0.00;60.00;12.89;215.91;7.42;202.83
2018;09;17;14;00;29.12;0.00;1.00;60.00;13.32;218.42;8.37;205.46
2018;09;17;15;00;28.75;0.00;0.00;59.36;13.04;219.40;8.37;205.46
2018;09;17;16;00;28.05;0.00;0.00;60.00;11.48;221.19;7.09;203.96
2018;09;17;17;00;26.85;0.00;0.00;60.00;9.96;220.60;5.32;208.30
2018;09;17;18;00;24.99;0.00;0.00;58.78;7.15;220.91;4.84;221.99
2018;09;17;19;00;23.42;0.00;0.00;0.00;5.12;219.29;5.35;227.73
2018;09;17;20;00;22.28;0.00;1.00;0.00;3.40;212.01;6.11;225.00
2018;09;17;21;00;21.31;0.00;1.00;0.00;1.84;191.31;6.37;227.29
2018;09;17;22;00;20.51;0.00;0.00;0.00;1.30;146.31;6.13;220.24
2018;09;17;23;00;19.88;0.00;0.00;0.00;1.80;90.00;5.62;219.81
2018;09;18;00;00;19.35;0.00;1.00;0.00;2.74;66.80;5.40;216.87
2018;09;18;01;00;18.90;0.00;20.00;0.00;3.71;60.95;5.12;219.29
2018;09;18;02;00;18.51;0.00;17.00;0.00;4.33;48.37;4.90;216.03
2018;09;18;03;00;18.06;0.00;16.00;0.00;4.61;38.66;4.58;225.00
2018;09;18;04;00;18.52;0.00;25.00;0.00;4.61;38.66;4.69;212.47
2018;09;18;05;00;18.13;0.00;20.00;0.00;5.40;36.87;3.89;213.69
2018;09;18;06;00;17.74;0.00;13.00;17.55;5.50;31.61;4.10;217.87
2018;09;18;07;00;19.07;0.00;20.00;51.70;3.83;48.81;3.22;206.57
2018;09;18;08;00;20.49;0.00;27.00;47.23;1.53;135.00;2.97;194.04
2018;09;18;09;00;22.12;0.00;31.00;42.77;5.05;184.09;2.88;180.00
2018;09;18;10;00;23.56;0.00;15.00;40.21;7.97;198.43;1.84;168.69
2018;09;18;11;00;24.74;0.00;21.00;50.43;9.98;205.64;3.62;185.71
2018;09;18;12;00;25.64;0.00;23.00;46.60;11.61;209.74;5.01;201.04
2018;09;18;13;00;26.06;0.00;29.00;45.32;12.29;211.83;6.15;200.56
2018;09;18;14;00;26.12;0.00;12.00;41.49;12.78;212.35;6.95;201.25
2018;09;18;15;00;25.78;0.00;14.00;52.34;12.89;215.91;7.90;204.23
2018;09;18;16;00;25.11;0.00;15.00;51.06;12.10;216.53;6.95;201.25
2018;09;18;17;00;24.02;0.00;19.00;50.43;10.59;215.31;4.51;208.61
2018;09;18;18;00;22.50;0.00;11.00;45.78;7.79;213.69;3.05;225.00
2018;09;18;19;00;21.24;0.00;17.00;0.00;5.99;212.74;4.07;225.00
2018;09;18;20;00;20.32;0.00;17.00;0.00;4.35;204.44;5.60;225.00
2018;09;18;21;00;19.58;0.00;1.00;0.00;3.26;186.34;5.62;219.81
2018;09;18;22;00;18.98;0.00;0.00;0.00;2.62;164.05;5.12;219.29
2018;09;18;23;00;18.47;0.00;12.00;0.00;2.55;135.00;4.10;217.87
2018;09;19;00;00;18.05;0.00;27.00;0.00;2.28;108.43;2.81;219.81
2018;09;19;01;00;17.66;0.00;34.00;0.00;2.88;90.00;1.53;225.00
2018;09;19;02;00;17.31;0.00;12.00;0.00;3.26;83.66;0.51;225.00
2018;09;19;03;00;16.98;0.00;20.00;0.00;3.22;63.43;0.00;180.00
2018;09;19;04;00;17.79;0.00;24.00;0.00;5.00;30.26;5.00;329.74
2018;09;19;05;00;17.39;0.00;30.00;0.00;5.00;30.26;5.01;338.96
2018;09;19;06;00;17.23;0.00;14.00;14.70;5.80;29.74;5.59;345.07
2018;09;19;07;00;18.71;0.00;23.00;51.06;3.40;32.01;5.86;349.38
2018;09;19;08;00;20.27;0.00;28.00;45.32;0.00;180.00;5.45;352.41
2018;09;19;09;00;22.01;0.00;32.00;42.13;3.10;215.54;5.77;356.42
2018;09;19;10;00;23.51;0.00;15.00;39.57;6.41;218.16;6.12;360.00
2018;09;19;11;00;24.78;0.00;24.00;50.43;8.94;220.10;1.80;306.87
2018;09;19;12;00;25.63;0.00;27.00;44.68;10.46;220.82;2.90;262.87
2018;09;19;13;00;26.15;0.00;35.00;42.77;11.48;221.19;3.88;248.20
2018;09;19;14;00;26.24;0.00;16.00;37.66;11.99;221.35;5.00;239.74
2018;09;19;15;00;25.96;0.00;23.00;49.79;11.99;221.35;5.62;230.19
2018;09;19;16;00;25.31;0.00;18.00;45.32;11.48;221.19;5.62;230.19
2018;09;19;17;00;24.17;0.00;17.00;48.51;10.01;217.69;3.32;257.47
2018;09;19;18;00;22.65;0.00;9.00;45.85;7.29;212.91;2.10;300.96
2018;09;19;19;00;21.53;0.00;15.00;0.00;5.50;211.61;2.16;360.00
2018;09;19;20;00;20.76;0.00;19.00;0.00;3.55;203.96;3.71;29.05
2018;09;19;21;00;20.14;0.00;29.00;0.00;1.44;180.00;5.09;45.00
2018;09;19;22;00;19.64;0.00;17.00;0.00;1.14;108.43;5.90;52.43
2018;09;19;23;00;19.17;0.00;25.00;0.00;1.94;68.20;6.70;53.75
2018;09;20;00;00;18.77;0.00;30.00;0.00;2.81;50.19;7.49;54.78
2018;09;20;01;00;18.42;0.00;33.00;0.00;3.60;36.87;7.79;56.31
2018;09;20;02;00;18.11;0.00;14.00;0.00;4.51;28.61;8.09;57.72
2018;09;20;03;00;17.77;0.00;23.00;0.00;5.15;24.78;8.09;57.72
2018;09;20;04;00;17.90;0.00;30.00;0.00;7.75;21.80;8.40;43.26
2018;09;20;05;00;17.38;0.00;35.00;0.00;7.75;21.80;7.90;46.85
2018;09;20;06;00;17.02;0.00;17.00;13.12;8.09;20.85;7.70;52.59
2018;09;20;07;00;18.96;0.00;24.00;49.15;5.69;18.43;7.41;60.95
2018;09;20;08;00;21.52;0.00;28.00;44.68;3.32;40.60;7.29;69.78
2018;09;20;09;00;23.64;0.00;31.00;42.13;1.02;135.00;6.83;71.57
2018;09;20;10;00;25.41;0.00;15.00;40.21;4.38;189.46;6.83;71.57
2018;09;20;11;00;26.78;0.00;23.00;50.43;7.52;196.70;2.88;90.00
2018;09;20;12;00;27.74;0.00;27.00;45.32;9.57;199.80;3.40;147.99
2018;09;20;13;00;28.25;0.00;40.00;42.77;11.30;202.48;5.41;176.19
2018;09;20;14;00;28.35;0.00;22.00;34.47;11.92;205.02;6.85;183.01
2018;09;20;15;00;28.14;0.00;33.00;45.96;11.75;207.35;7.64;188.13
2018;09;20;16;00;27.35;0.00;34.00;38.94;11.44;208.18;7.57;182.73
2018;09;20;17;00;25.92;0.00;43.00;38.30;9.66;206.57;7.42;157.17
2018;09;20;18;00;23.92;0.00;21.00;29.61;6.95;201.25;9.59;145.71
2018;09;20;19;00;22.21;0.00;30.00;0.00;5.15;192.09;10.01;142.31
2018;09;20;20;00;20.92;0.00;32.00;0.00;4.32;180.00;9.18;138.18
2018;09;20;21;00;19.76;0.00;40.00;0.00;4.20;149.04;8.65;135.00
2018;09;20;22;00;18.79;0.00;20.00;0.00;4.61;128.66;8.16;131.42
2018;09;20;23;00;18.01;0.00;32.00;0.00;4.55;108.43;7.93;129.47
2018;09;21;00;00;17.50;0.00;36.00;0.00;4.69;94.40;7.93;129.47
2018;09;21;01;00;17.11;0.00;35.00;0.00;4.80;77.01;8.50;126.38
2018;09;21;02;00;16.83;0.00;17.00;0.00;5.32;61.70;8.79;124.99
